text,label,lat,lng,created_at
Drie fietswrakken nemen plaats in beslag in het fietsenrek,Overlast in de openbare ruimte,4.90072472,52.357597351074,2019-01-03 15:23:28.868738+00:00
Er staat een televisie op straat,Afval,4.85605574,52.361122131348,2019-04-29 02:36:35.643016+00:00
Junk voor de deur,Overlast van en door personen of groepen,4.87390184,52.37542528,2019-04-16 15:15:56.297931+00:00
afval probleem. Sinds 2 weken wordt het huisvuil niet opgehaald.,Afval,4.88332589,52.34467606,2019-01-24 12:19:14.049545+00:00
Dhr. heeft dinsdag twee kastjes bij grofvuil gezet op de juiste plek. Dit is echter net opgehaald.,Afval,4.88574666,52.350189208984,2019-01-14 16:44:52.394262+00:00
"Verstopte put, schuin tegen over als ook aan de ander kant. melder geeft aan dat er een grote plas water op de stoep ligt die te diep is om er door te lopen.","Wegen, verkeer, straatmeubilair",4.89315390586853,52.3495581237814,2019-02-21 12:38:08.270169+00:00
Betreft losse tegel die schuin omhoog komt en een struikelblok vormt.,"Wegen, verkeer, straatmeubilair",4.79288763,52.3406595513018,2019-04-23 14:55:06.481254+00:00
een van de containers van een stel is aan de achterkant kapot - de achterkant ligt ernaast.,Afval,4.80780336,52.299049377441,2019-03-13 09:06:21.044603+00:00
Een groot matras bij de parkeerplaats,Afval,4.86751522,52.3926451,2018-12-23 20:14:06.324471+00:00
Huisvuil gedumpt op parkeerplaats,Afval,4.97760617,52.38129333,2018-11-21 09:29:49.294970+00:00
"Grofvuil 20 december niet opgehaald

Staat naast een bouwafvalcontainer.",Afval,4.88530509,52.37716263,2019-01-15 09:20:28.803251+00:00
"Restafval vol 

Onder aan de bak ook de zak weghalen svp",Afval,4.96318101882935,52.384666442871,2018-09-05 14:43:44.231734+00:00
Aanvraag fiets verwijderen aan een verkeersbord. Staat gevaarlijk.,"Wegen, verkeer, straatmeubilair",4.80910519,52.36898715,2018-09-25 07:35:25.879051+00:00
"Mevrouw heeft last van uitlaatgas waar zij misselijk van wordt, al meer dan een week lang.",Overlast in de openbare ruimte,4.92276291,52.34413302,2018-12-20 10:08:25.302767+00:00
papiercontainer vol,Afval,4.89284179,52.356147766113,2019-02-25 09:35:10.469252+00:00
Klep ontbreekt,Afval,5.00220889,52.378810882568,2019-04-23 12:20:07.595390+00:00
Overlast door vuurwerkbommen,Overlast van en door personen of groepen,4.8835771,52.294288635254,2019-04-03 20:25:37.221809+00:00
"Klep ondergrondse afvalcontainer is kapot en gaat niet meer open 

Hierdoor veel overlast door zakken huisvuil in de straat. Aub zsm reparatie uit laten voeren voor er ongedierte wordt aangetrokken.",Afval,4.89951987,52.34711883,2019-03-02 19:39:22.010258+00:00
Algemene klacht over afsteken vuurwerk in de buurt. Al overdag - Kinderen bang.,Overlast van en door personen of groepen,4.94840173,52.34455622,2018-09-06 09:30:09.462593+00:00
"Containers zijn vol, papier, plastic, huisvuil, kunnen deze geleegd worden?",Afval,4.7950949668884,52.40134249,2018-11-29 15:44:48.635001+00:00
"Restafval container op hoek is vol graag ophalen, dank.",Afval,4.93605251,52.39157965,2018-10-15 08:46:23.979961+00:00
"Bank op straat, kan deze eindelijk opgehaald worden",Afval,4.89927708,52.345973968506,2018-11-13 10:00:24.451956+00:00
Heel veel zwerfvuil op straat. ,Afval,4.8911346,52.32528273,2018-10-12 13:53:02.121943+00:00
Put verstopt. Zorgt voor grote plas al weken,"Wegen, verkeer, straatmeubilair",4.8852791786194,52.34806994,2018-11-19 09:12:03.024635+00:00
Een zeer slecht zichtbare en geheel niet aangegeven drempel midden op het fietspad,Overlast in de openbare ruimte,4.88283773,52.36759541,2019-01-31 12:11:02.757488+00:00
Dit krijg je als er niet voldoende afvalbakken of geen afvalbakken zijn op zo'n drukke route,Afval,4.8259802,52.39219212,2019-04-08 11:12:12.337712+00:00
grofvuil ligt op straat al meer dan een week,Afval,4.92888342,52.37644704,2018-08-18 10:25:23.524560+00:00
papierbak is vol en staan weer allerlei dozen naast de bak,Afval,4.9381399154663,52.358783721924,2018-10-21 19:57:46.765600+00:00
Verkeerslichten werken niet. Gevaarlijke situaties. Route naar tramhalte.,"Wegen, verkeer, straatmeubilair",4.8509827405951,52.42009019,2018-09-11 11:20:10.679630+00:00
Elke avond vuurwerkoverlast - 5 minute geleden opnieuw een hele zware klap,Overlast in de openbare ruimte,4.88425706,52.35486556,2018-09-11 15:41:34.381372+00:00
bedankt voor het opruimen van het blad in de Sloestraat! Ziet er weer puik uit!,Afval,4.90544184,52.33447664,2019-04-08 06:36:31.944042+00:00
De nieuwe container staat opeens voor mijn deur. En in de weg. Graag weer aan de overkant zetten.,Afval,4.9543442726135,52.34553284,2019-02-20 12:10:31.514396+00:00
Anonieme beller meldt dat het huisafval vandaag niet opgehaald is . ,Afval,4.9087147712708,52.299034118652,2018-08-20 09:25:51.241843+00:00
Graag weghalen van grofvuil bij de ondergrondse containernr. ,Afval,4.84929604,52.36674066,2018-09-11 06:19:12.543592+00:00
Veel los vuil rondom parkeerplaatsen en in het water,Afval,4.91419043,52.355037689209,2018-09-14 08:55:38.044504+00:00
stoep is breed en er wordt vaak fout geparkeerd waardoor de weg voor de voetgangers wordt geblokkeerd.,Overlast in de openbare ruimte,4.8937044,52.35579821,2019-04-29 04:58:31.284304+00:00
Al meerdere dagen zweefafval naast overvolle containers. Zowel papier- als restafval,Afval,4.91220027208328,52.3512800049074,2018-12-20 07:58:08.601840+00:00
Papiercontainer,Afval,4.83039234,52.40606451,2018-11-22 11:02:54.412427+00:00
Dit wordt echt gevaarlijk met oud en nieuw,Afval,4.80679475,52.35407674,2019-02-22 09:01:16.251713+00:00
"Harde beat van muziek, waarschijnlijk van evenement in de buurt, dance feest?",Overlast Bedrijven en Horeca,4.88101218,52.406377262025,2018-12-30 02:21:16.752314+00:00
Ratten in binnentuin en in pand. Ik vermoed dat de ratten ook tussen plafond en muren zitten.,Overlast van dieren,4.89331483840942,52.29928385,2019-04-18 06:57:52.157575+00:00
Keiharde muziek en bastonen vanuit cafes.wij wonen aan de overzijde van de cafes.,Overlast Bedrijven en Horeca,4.93637447,52.40071937,2019-02-17 17:00:42.549898+00:00
"De papierbak zit vol, er ligt ook een stapel naast. Kan dit worden opgeruimd?",Afval,4.90463215,52.37204851,2019-02-13 14:05:16.880020+00:00
Op het plein lopen RATTEN.,Overlast van dieren,4.90026016,52.34599231,2019-04-04 12:14:44.716533+00:00
"Sinds er gewerkt is aan de gasleiding, zijn de stoeptegels heel slecht teruggeplaatst. Onregelmatig, een kapotte en met verschillende hoogtes.","Wegen, verkeer, straatmeubilair",4.83044204,52.30755762,2018-10-16 10:25:31.030574+00:00
"Restafvalcontainer ondergronds zit vol.
",Afval,4.93629983,52.300897,2018-12-04 08:16:34.220823+00:00
Ondergrondse container voor huisvuil is stuk.,Afval,4.90357413,52.3569811572059,2019-01-22 15:35:56.795338+00:00
Container is vol. Vuilniszakken worden ernaast gezet. Trekt ongedierte aan.,Afval,4.955057144165,52.41215328,2019-01-31 09:36:55.949293+00:00
Zwerfvuil bij de parkeervakken en grote hoeveelheden slagroompatronen.,Afval,4.87322769,52.37642537,2018-09-20 10:29:11.563182+00:00
"er staan een aantal volle vuilniszakken op straat, terwijl de vuilnis pas donderdagochtend wordt opgehaald.",Afval,4.97774004936218,52.361949920654,2019-01-31 15:43:22.566979+00:00
Riool zat verstopt bij de gemeente put,"Wegen, verkeer, straatmeubilair",4.88354385,52.3972146,2018-12-10 06:46:27.586419+00:00
elk weekend ligt deze plek op de kade vol met grof vuil.,Afval,4.92867168,52.36481898,2018-12-11 08:41:52.252661+00:00
Er liggen allemaal dozen en stukken karton rondom de papiercontainer,Afval,4.98093697,52.362623418862,2019-04-24 09:46:57.665264+00:00
huisvuil wordt buiten ophaaldagen op straat gegooid en t ligt er dagen op de rijweg/ parkeerstrook.,Afval,4.85249512,52.37578611,2018-09-18 09:45:12.609877+00:00
"Strijkers afgestoken vlak voor de voordeur, om 17u 's middags",Overlast van en door personen of groepen,4.94453430175781,52.36776621,2019-04-18 13:08:34.169095+00:00
Van Papiercontainer ligt de zijkant eruit,Afval,4.89702317,52.352386474609,2019-01-12 10:04:43.360942+00:00
Kast fietswrack huisvuil dumping sinds 10 december,Afval,4.9026955,52.347747802734,2019-04-29 11:28:59.213499+00:00
Er wordt structureel huisafval naast de vuilcontainer gezet terwijl deze operationeel is.,Afval,4.88263061,52.339179992676,2019-02-06 10:15:33.845863+00:00
Afvalcontainer gaat niet meer open. Er staat nu vuil naast. Kan de container worden gerepareerd en het vuil dat ernaast staat worden opgeruimd?,Afval,4.85239597,52.370239257812,2018-10-09 18:50:08.033275+00:00
Papierbak waarschijnlijk vol Veel papier ernaast !!,Afval,4.86138392,52.36984096,2019-04-29 07:50:11.880229+00:00
Vuilnisbak wordt niet geleegd,Afval,4.85133564,52.3778574,2019-02-18 09:09:37.172399+00:00
ondergrondse container is weer vol en kartonnen liggen hierdoor eromheen,Afval,4.82632988694604,52.3641388,2018-08-14 08:18:03.191002+00:00
Gedumpt vuil,Afval,4.86735259,52.294055938721,2018-09-07 07:23:14.426081+00:00
Twee containers aan de straat zitten helemaal vol. (tegen over de albert heijn),Afval,4.88729348,52.39592165,2018-10-08 09:30:03.983375+00:00
Restafval,Afval,4.88138166,52.36758088,2019-01-28 10:56:18.532011+00:00
vuil naast de container container,Afval,4.9330263137817,52.39082562,2018-12-03 07:40:06.188747+00:00
Container gaat niet meer open. Afval wordt er naast gezet. Het hoopt zich op.,Afval,4.93573759,52.323947906494,2019-03-04 10:28:36.498965+00:00
klep van container zit vast,Afval,4.88199802,52.40171336,2019-01-15 13:10:32.109399+00:00
"PAPIERENbak is overvol , er ligt ook vuil naast  en er staat grofvuil oa een bank",Afval,4.93643783,52.34569052,2019-02-27 15:33:02.716371+00:00
De container is vol en de stoep is vies door allerlei zwerfvuil kan dat een keer goed aangeveegd worden en de container weer geleegd.,Afval,4.89551757,52.36852424,2018-10-03 08:11:27.657023+00:00
Twee huisvuilcontainers zijn vol of geblokkeerd. Eromheen staan nu heel veel vuilniszakken met ook veel voedsel erin,Afval,4.94781117,52.4226294,2019-01-29 13:01:18.374665+00:00
In het geveltuintje zitten allemaal holen van ratten.,Overlast van dieren,4.86649541,52.33968423,2019-03-27 06:54:39.876039+00:00
Geluidsoverlast muziek cafe ,Overlast Bedrijven en Horeca,4.91637227,52.37632611,2018-11-28 08:37:56.242821+00:00
Zeker 20 meter parkeervakken gevuld me bouw rommel.,Overlast in de openbare ruimte,4.88959084,52.36490683,2018-10-13 20:40:05.292088+00:00
grofvuil ophalen,Afval,4.8540368080139,52.34510449,2018-12-06 12:36:10.472533+00:00
Naast een goed werkende ondergrondse container,Afval,4.90655306,52.39245773,2018-10-15 11:56:54.864390+00:00
Grofvuil bij containers,Afval,5.0023121833801,52.3551664,2018-10-15 15:24:03.646226+00:00
Auto¨s parkeren veelvuldig midden op straat. Terwijl dit een woonerf is. Het is dus trottoir.,Overlast in de openbare ruimte,4.85441891,52.41871169,2018-11-19 10:40:36.182150+00:00
